unique_game_id,DATE,Home Team,Away Team,HOME_PRIOR_WIN_V_OPP,AWAY_PRIOR_WIN_V_OPP,HOME_IP_AVAIL,AWAY_IP_AVAIL,Home Odds Close,Away Odds Close,Home Relative Age Diff,Home All Stars,Away All Stars,Away Underdog,Underdog Win,Home FG,Home FGA,Home FG%,Home 3P,Home 3PA,Home 3P%,Home FT,Home FTA,Home FT%,Home ORB,Home DRB,Home TRB,Home AST,Home STL,Home BLK,Home TOV,Home PF,Home PTS,Home TS%,Home eFG%,Home 3PAr,Home FTr,Home ORB%,Home DRB%,Home TRB%,Home AST%,Home STL%,Home BLK%,Home TOV%,Home ORtg,Home DRtg,Away FG,Away FGA,Away FG%,Away 3P,Away 3PA,Away 3P%,Away FT,Away FTA,Away FT%,Away ORB,Away DRB,Away TRB,Away AST,Away STL,Away BLK,Away TOV,Away PF,Away PTS,Away TS%,Away eFG%,Away 3PAr,Away FTr,Away ORB%,Away DRB%,Away TRB%,Away AST%,Away STL%,Away BLK%,Away TOV%,Away ORtg,Away DRtg,HOME_CUM_WIN_PCT,AWAY_CUM_WIN_PCT,HOME_ROLL_WIN_PCT,AWAY_ROLL_WIN_PCT
2015-10-27_Atlanta Hawks_Detroit Pistons,2015-10-27,Atlanta Hawks,Detroit Pistons,0.0,0.0,1.0,0.7142857142857141,1.3193750000000004,3.46,1.0,2.0,0.0,1.0,1.0,37.0,82.0,0.4509999999999999,8.0,27.0,0.2960000000000001,12.0,15.0,0.8000000000000002,7.0,33.0,40.0,22.0,9.0,4.0,15.0,25.0,94.0,0.5300000000000001,0.5,0.32899999999999985,0.183,16.300000000000004,58.899999999999984,40.39999999999999,59.5,9.400000000000002,6.0,14.5,98.59999999999998,111.20000000000003,37.0,96.0,0.3849999999999999,12.0,29.0,0.4139999999999999,20.0,26.0,0.769,23.0,36.0,59.0,23.0,5.0,3.0,15.0,15.0,106.0,0.4930000000000001,0.4480000000000002,0.30199999999999994,0.271,41.10000000000001,83.70000000000002,59.600000000000016,62.20000000000002,5.200000000000001,5.5,12.300000000000002,111.20000000000003,98.59999999999998,0.5,0.5,0.5,0.5
2015-10-27_Chicago Bulls_Cleveland Cavaliers,2015-10-27,Chicago Bulls,Cleveland Cavaliers,0.0,0.0,0.8571428571428572,0.7142857142857141,1.58,2.418125,-3.5,2.0,2.0,1.0,0.0,37.0,87.0,0.4249999999999999,7.0,19.0,0.3680000000000001,16.0,23.0,0.6959999999999998,7.0,40.0,47.0,13.0,6.0,10.0,13.0,22.0,97.0,0.4989999999999999,0.4660000000000002,0.218,0.2640000000000001,15.199999999999996,78.4,48.5,35.10000000000001,6.0,15.400000000000004,11.800000000000002,97.5,95.5,38.0,94.0,0.404,9.0,29.0,0.30999999999999994,10.0,17.0,0.5879999999999999,11.0,39.0,50.0,26.0,5.0,7.0,10.0,21.0,95.0,0.468,0.452,0.30900000000000005,0.181,21.600000000000005,84.79999999999998,51.5,68.39999999999999,5.0,10.3,9.0,95.5,97.5,0.5,0.5,0.5,0.5
2015-10-27_Golden State Warriors_New Orleans Pelicans,2015-10-27,Golden State Warriors,New Orleans Pelicans,0.0,0.0,1.0,0.5714285714285713,1.1456250000000003,5.794375,0.0,2.0,1.0,1.0,0.0,41.0,96.0,0.42700000000000027,9.0,30.0,0.29999999999999993,20.0,22.0,0.9090000000000004,21.0,35.0,56.0,29.0,8.0,7.0,20.0,29.0,111.0,0.5250000000000001,0.4740000000000002,0.313,0.2290000000000001,45.70000000000001,81.4,62.899999999999984,70.70000000000002,8.0,10.800000000000002,15.900000000000004,110.90000000000003,94.90000000000002,35.0,83.0,0.4219999999999999,6.0,18.0,0.3330000000000001,19.0,27.0,0.7040000000000001,8.0,25.0,33.0,21.0,9.0,3.0,18.0,26.0,95.0,0.5010000000000001,0.4580000000000001,0.21700000000000005,0.3250000000000001,18.6,54.29999999999998,37.10000000000001,60.0,9.0,4.5,15.900000000000004,94.90000000000002,110.90000000000003,0.5,0.5,0.5,0.5
2015-10-28_Boston Celtics_Philadelphia 76ers,2015-10-28,Boston Celtics,Philadelphia 76ers,0.0,0.0,1.0,0.7142857142857141,1.084,8.051333333333334,1.0,1.0,0.0,1.0,0.0,39.0,85.0,0.4589999999999999,8.0,24.0,0.3330000000000001,26.0,27.0,0.9629999999999996,10.0,31.0,41.0,31.0,10.0,7.0,17.0,23.0,112.0,0.578,0.5060000000000001,0.282,0.31799999999999995,23.800000000000008,68.89999999999999,47.100000000000016,79.5,10.099999999999998,11.5,14.900000000000004,112.59999999999997,95.5,34.0,83.0,0.4100000000000001,7.0,22.0,0.31799999999999995,20.0,23.0,0.8699999999999997,14.0,32.0,46.0,12.0,11.0,6.0,22.0,22.0,95.0,0.5099999999999999,0.452,0.2650000000000001,0.27699999999999997,31.10000000000001,76.20000000000002,52.899999999999984,35.30000000000001,11.099999999999996,9.8,19.1,95.5,112.59999999999997,0.5,0.5,0.5,0.5
2015-10-28_Brooklyn Nets_Chicago Bulls,2015-10-28,Brooklyn Nets,Chicago Bulls,0.0,0.0,0.7142857142857141,0.8571428571428572,2.7806666666666677,1.4486666666666663,0.0,0.0,2.0,0.0,0.0,39.0,93.0,0.4189999999999998,0.0,9.0,0.0,22.0,28.0,0.7859999999999997,16.0,29.0,45.0,19.0,11.0,5.0,13.0,18.0,100.0,0.4749999999999999,0.4189999999999998,0.097,0.30100000000000005,32.0,85.29999999999998,53.600000000000016,48.70000000000001,11.099999999999996,10.0,11.0,101.0,116.09999999999997,42.0,78.0,0.5379999999999999,14.0,28.0,0.5,17.0,20.0,0.8499999999999998,5.0,34.0,39.0,20.0,9.0,3.0,19.0,24.0,115.0,0.6620000000000001,0.628,0.359,0.2560000000000001,14.699999999999996,68.0,46.399999999999984,47.600000000000016,9.099999999999998,3.600000000000001,18.0,116.09999999999997,101.0,0.5,1.0,0.5,1.0
2015-10-28_Detroit Pistons_Utah Jazz,2015-10-28,Detroit Pistons,Utah Jazz,0.0,0.0,1.0,1.0,1.9357142857142853,1.8742857142857143,2.0,0.0,1.0,0.0,1.0,30.0,74.0,0.4050000000000002,7.0,19.0,0.368,25.0,34.0,0.735,8.0,35.0,43.0,16.0,2.0,4.0,10.0,20.0,92.0,0.5170000000000001,0.45299999999999996,0.2570000000000001,0.4589999999999999,19.0,89.70000000000003,53.100000000000016,53.29999999999999,2.2,6.299999999999998,10.099999999999998,102.4,96.9,35.0,75.0,0.4669999999999999,2.0,12.0,0.16699999999999998,15.0,21.0,0.7140000000000003,4.0,34.0,38.0,15.0,4.0,5.0,12.0,25.0,87.0,0.516,0.4800000000000002,0.15999999999999998,0.2800000000000001,10.3,81.0,46.899999999999984,42.899999999999984,4.5,9.099999999999998,12.5,96.9,102.4,1.0,0.5,1.0,0.5
2015-10-28_Houston Rockets_Denver Nuggets,2015-10-28,Houston Rockets,Denver Nuggets,0.0,0.0,0.7142857142857141,1.0,1.138,5.9239999999999995,2.0,1.0,0.0,1.0,1.0,30.0,87.0,0.34499999999999986,8.0,35.0,0.2290000000000001,17.0,26.0,0.654,15.0,29.0,44.0,17.0,13.0,8.0,16.0,19.0,85.0,0.43200000000000016,0.391,0.4020000000000001,0.29900000000000004,27.300000000000008,76.29999999999998,47.29999999999999,56.70000000000002,13.400000000000004,15.400000000000004,14.0,87.59999999999998,108.20000000000003,40.0,79.0,0.5060000000000001,13.0,27.0,0.4809999999999999,12.0,18.0,0.6669999999999999,9.0,40.0,49.0,26.0,9.0,10.0,21.0,26.0,105.0,0.6039999999999999,0.5890000000000002,0.3419999999999999,0.2280000000000001,23.699999999999992,72.70000000000002,52.70000000000002,65.0,9.3,19.2,19.5,108.20000000000003,87.59999999999998,0.5,0.5,0.5,0.5
2015-10-28_Los Angeles Lakers_Minnesota Timberwolves,2015-10-28,Los Angeles Lakers,Minnesota Timberwolves,0.0,0.0,0.8571428571428572,1.0,1.6673333333333331,2.229333333333334,2.0,0.0,0.0,1.0,1.0,35.0,90.0,0.3890000000000001,9.0,34.0,0.2650000000000001,32.0,35.0,0.9139999999999998,12.0,36.0,48.0,18.0,2.0,4.0,13.0,29.0,111.0,0.527,0.439,0.3780000000000001,0.3890000000000001,26.699999999999992,85.70000000000003,55.20000000000002,51.399999999999984,2.0,6.299999999999998,11.0,110.90000000000003,111.90000000000003,38.0,83.0,0.4580000000000001,5.0,20.0,0.25,31.0,37.0,0.8379999999999996,6.0,33.0,39.0,24.0,3.0,4.0,8.0,26.0,112.0,0.564,0.4879999999999998,0.2410000000000001,0.4459999999999999,14.300000000000004,73.29999999999998,44.79999999999999,63.20000000000002,3.0,7.099999999999998,7.5,111.90000000000003,110.90000000000003,0.5,0.5,0.5,0.5
2015-10-28_Memphis Grizzlies_Cleveland Cavaliers,2015-10-28,Memphis Grizzlies,Cleveland Cavaliers,0.0,0.0,0.8571428571428572,0.7142857142857141,1.4506666666666663,2.778,-1.5,0.0,2.0,1.0,1.0,29.0,82.0,0.35400000000000004,2.0,16.0,0.125,16.0,22.0,0.7270000000000002,11.0,29.0,40.0,15.0,8.0,3.0,16.0,18.0,76.0,0.4139999999999999,0.366,0.195,0.2679999999999999,20.800000000000004,70.70000000000002,42.60000000000001,51.70000000000002,8.400000000000002,5.5,14.900000000000004,79.4,110.79999999999997,41.0,84.0,0.4879999999999998,13.0,29.0,0.4480000000000002,11.0,17.0,0.6470000000000001,12.0,42.0,54.0,29.0,7.0,2.0,19.0,25.0,106.0,0.579,0.5649999999999997,0.34499999999999986,0.202,29.300000000000008,79.20000000000002,57.399999999999984,70.70000000000002,7.299999999999998,3.0,17.199999999999996,110.79999999999997,79.4,0.5,0.0,0.5,0.0
2015-10-28_Miami Heat_Charlotte Hornets,2015-10-28,Miami Heat,Charlotte Hornets,0.0,0.0,0.7142857142857141,0.8571428571428572,1.3593333333333333,3.213333333333333,2.5,1.0,1.0,1.0,0.0,36.0,73.0,0.4930000000000001,12.0,20.0,0.5999999999999999,20.0,21.0,0.952,2.0,39.0,41.0,23.0,5.0,7.0,13.0,25.0,104.0,0.6319999999999999,0.575,0.274,0.2880000000000001,5.900000000000001,78.0,48.79999999999999,63.899999999999984,5.400000000000001,11.699999999999998,13.599999999999996,113.20000000000003,102.40000000000002,33.0,84.0,0.3929999999999999,6.0,24.0,0.25,22.0,29.0,0.7590000000000002,11.0,32.0,43.0,16.0,4.0,1.0,8.0,16.0,94.0,0.4859999999999998,0.4290000000000001,0.2860000000000001,0.34499999999999986,22.0,94.09999999999998,51.20000000000001,48.5,4.4,1.8999999999999997,7.599999999999998,102.40000000000002,113.20000000000003,0.5,0.5,0.5,0.5
